set_id,database,pathway,msigdb_id,source_id,description,url,source_size,measured_size,measured_fraction,status,representative,jaccard
GOBP|GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,GOBP,GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,M24021,GO:0051656,The directed movement of an organelle to a specific location. [GOC:ai],http://amigo.geneontology.org/amigo/term/GO:0051656,411,118,0.2871046228710462,retained,NA,NA
GOBP|GOBP_ESTABLISHMENT_OF_PIGMENT_GRANULE_LOCALIZATION,GOBP,GOBP_ESTABLISHMENT_OF_PIGMENT_GRANULE_LOCALIZATION,M24048,GO:0051905,The directed movement of a pigment granule to a specific location. [GOC:ai],http://amigo.geneontology.org/amigo/term/GO:0051905,23,5,0.21739130434782608,too_few_measured,NA,NA
GOBP|GOBP_ESTABLISHMENT_OF_PLANAR_POLARITY_OF_EMBRYONIC_EPITHELIUM,GOBP,GOBP_ESTABLISHMENT_OF_PLANAR_POLARITY_OF_EMBRYONIC_EPITHELIUM,M23517,GO:0042249,"Coordinated organization of groups of cells in the plane of an embryonic epithelium, such that they all orient to similar coordinates. [GOC:ascb_2009, GOC:dph, GOC:jl, GOC:tb]",http://amigo.geneontology.org/amigo/term/GO:0042249,6,2,0.3333333333333333,source_too_small,NA,NA
GOBP|GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,GOBP,GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,M40441,GO:0045184,The directed movement of a protein to a specific location. [GOC:bf],http://amigo.geneontology.org/amigo/term/GO:0045184,1754,490,0.27936145952109465,source_too_large,NA,NA
GOBP|GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMATIN,GOBP,GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMATIN,M24443,GO:0071169,The directed movement of a protein to a part of a chromosome that is organized into chromatin. [GOC:mah],http://amigo.geneontology.org/amigo/term/GO:0071169,9,4,0.4444444444444444,source_too_small,NA,NA
GOBP|GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME,GOBP,GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME,M10943,GO:0070199,"The directed movement of a protein to a specific location on a chromosome. [GOC:BHF, GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0070199,22,7,0.3181818181818182,too_few_measured,NA,NA
GOBP|GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,GOBP,GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,M11209,GO:0072599,The directed movement of a protein to a specific location in the endoplasmic reticulum. [GOC:mah],http://amigo.geneontology.org/amigo/term/GO:0072599,52,26,0.5,retained,NA,NA
GOBP|GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,GOBP,GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,M13481,GO:0090150,"The directed movement of a protein to a specific location in a membrane. [GOC:ascb_2009, GOC:dph, GOC:tb]",http://amigo.geneontology.org/amigo/term/GO:0090150,284,104,0.36619718309859156,retained,NA,NA
GOBP|GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE,GOBP,GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE,M24670,GO:0090151,"The directed movement of a protein to a specific location in the mitochondrial membrane. [GOC:ascb_2009, GOC:dph, GOC:tb]",http://amigo.geneontology.org/amigo/term/GO:0090151,34,23,0.6764705882352942,redundant,GOBP|GOBP_PROTEIN_INSERTION_INTO_MEMBRANE,0.5609756097560976
GOBP|GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,GOBP,GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,M50507,GO:0072655,The directed movement of a protein to the mitochondrion or a part of the mitochondrion. [GOC:mah],http://amigo.geneontology.org/amigo/term/GO:0072655,129,74,0.5736434108527132,retained,NA,NA
GOBP|GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,GOBP,GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,M11490,GO:0072594,The directed movement of a protein to a specific location on or in an organelle. Encompasses establishment of localization in the membrane or lumen of a membrane-bounded organelle. [GOC:mah],http://amigo.geneontology.org/amigo/term/GO:0072594,467,179,0.38329764453961457,retained,NA,NA
GOBP|GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PEROXISOME,GOBP,GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PEROXISOME,M48504,GO:0072663,The directed movement of a protein to a specific location in a peroxisome. [GOC:mah],http://amigo.geneontology.org/amigo/term/GO:0072663,20,4,0.2,too_few_measured,NA,NA
GOBP|GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,GOBP,GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,M16232,GO:0061951,"The directed movement of a protein to a specific location in a plasma membrane. [GOC:dph, GOC:vw]",http://amigo.geneontology.org/amigo/term/GO:0061951,70,23,0.32857142857142857,retained,NA,NA
GOBP|GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_TELOMERE,GOBP,GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_TELOMERE,M24357,GO:0070200,"The directed movement of a protein to a specific location in the telomeric region of a chromosome. [GOC:BHF, GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0070200,12,3,0.25,source_too_small,NA,NA
GOBP|GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE,GOBP,GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE,M14603,GO:0072666,The directed movement of a protein to a specific location in a vacuole. [GOC:mah],http://amigo.geneontology.org/amigo/term/GO:0072666,61,19,0.3114754098360656,redundant,GOBP|GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE,0.7037037037037037
GOBP|GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION,GOBP,GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION,M23968,GO:0051236,The directed movement of RNA to a specific location. [GOC:ai],http://amigo.geneontology.org/amigo/term/GO:0051236,166,47,0.28313253012048195,redundant,GOBP|GOBP_RNA_LOCALIZATION,0.7230769230769231
GOBP|GOBP_ESTABLISHMENT_OF_SERTOLI_CELL_BARRIER,GOBP,GOBP_ESTABLISHMENT_OF_SERTOLI_CELL_BARRIER,M46859,GO:0097368,"Establishment of a structure near the basement membrane in adjacent Sertoli cells of the seminiferous epithelium for maintaining spermatogenesis. The structure consists of tight junctions, basal ectoplasmic specializations, and desmosome-like junctions. [GOC:sl, PMID:19509333, Wikipedia:Blood-testis_barrier]",http://amigo.geneontology.org/amigo/term/GO:0097368,5,1,0.2,source_too_small,NA,NA
GOBP|GOBP_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION,GOBP,GOBP_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION,M23232,GO:0034085,"The process in which the sister chromatids of a replicated chromosome become associated with each other during S phase. [GOC:jh, GOC:mah, PMID:14623866]",http://amigo.geneontology.org/amigo/term/GO:0034085,14,1,0.07142857142857142,source_too_small,NA,NA
GOBP|GOBP_ESTABLISHMENT_OF_SKIN_BARRIER,GOBP,GOBP_ESTABLISHMENT_OF_SKIN_BARRIER,M45903,GO:0061436,"Establishment of the epithelial barrier, the functional barrier in the skin that limits its permeability. [GOC:dph]",http://amigo.geneontology.org/amigo/term/GO:0061436,34,3,0.08823529411764706,too_few_measured,NA,NA
GOBP|GOBP_ESTABLISHMENT_OF_SPINDLE_ORIENTATION,GOBP,GOBP_ESTABLISHMENT_OF_SPINDLE_ORIENTATION,M10132,GO:0051294,Any process that set the alignment of spindle relative to other cellular structures. [GOC:ai],http://amigo.geneontology.org/amigo/term/GO:0051294,45,12,0.26666666666666666,too_few_measured,NA,NA
GOBP|GOBP_ESTABLISHMENT_OF_TISSUE_POLARITY,GOBP,GOBP_ESTABLISHMENT_OF_TISSUE_POLARITY,M34077,GO:0007164,"Coordinated organization of groups of cells in a tissue, such that they all orient to similar coordinates. [GOC:jid]",http://amigo.geneontology.org/amigo/term/GO:0007164,31,3,0.0967741935483871,too_few_measured,NA,NA
GOBP|GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_BIPOLAR_CELL_POLARITY,GOBP,GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_BIPOLAR_CELL_POLARITY,M15632,GO:0061245,"Any cellular process that results in the specification, formation or maintenance of a bipolar intracellular organization or cell growth patterns. [GOC:dph, GOC:vw]",http://amigo.geneontology.org/amigo/term/GO:0061245,54,11,0.2037037037037037,too_few_measured,NA,NA
GOBP|GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,GOBP,GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,M1049,GO:0007163,"Any cellular process that results in the specification, formation or maintenance of anisotropic intracellular organization or cell growth patterns. [GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0007163,237,58,0.24472573839662448,retained,NA,NA
GOBP|GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY_REGULATING_CELL_SHAPE,GOBP,GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY_REGULATING_CELL_SHAPE,M49526,GO:0071963,"Any cellular process that results in the specification, formation or maintenance of a polarized intracellular organization or cell growth patterns that regulate the shape of a cell. [GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0071963,5,3,0.6,source_too_small,NA,NA
GOBP|GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CYTOSKELETON_POLARITY,GOBP,GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CYTOSKELETON_POLARITY,M22991,GO:0030952,"Any cellular process that results in the specification, formation or maintenance of polarized cytoskeletal structures. [GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0030952,8,5,0.625,source_too_small,NA,NA
GOBP|GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY,GOBP,GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY,M10325,GO:0061339,"Any cellular process that results in the specification, formation or maintenance of monopolar intracellular organization or cell growth patterns. Monopolar cell organization is directional organization along an axis. [GOC:dph, GOC:vw]",http://amigo.geneontology.org/amigo/term/GO:0061339,25,7,0.28,too_few_measured,NA,NA
GOBP|GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_TRANSMEMBRANE_ELECTROCHEMICAL_GRADIENT,GOBP,GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_TRANSMEMBRANE_ELECTROCHEMICAL_GRADIENT,M10147,GO:0010248,"The directed movement of ions to establish or maintain an electrochemical gradient across a membrane by means of some agent such as a transporter or pore. [GOC:mah, GOC:sm]",http://amigo.geneontology.org/amigo/term/GO:0010248,17,5,0.29411764705882354,too_few_measured,NA,NA
GOBP|GOBP_ESTROGEN_BIOSYNTHETIC_PROCESS,GOBP,GOBP_ESTROGEN_BIOSYNTHETIC_PROCESS,M15172,GO:0006703,"The chemical reactions and pathways resulting in the formation of estrogens, C18 steroid hormones that can stimulate the development of female sexual characteristics. Also found in plants. [ISBN:0198506732]",http://amigo.geneontology.org/amigo/term/GO:0006703,11,4,0.36363636363636365,source_too_small,NA,NA
GOBP|GOBP_ESTROGEN_METABOLIC_PROCESS,GOBP,GOBP_ESTROGEN_METABOLIC_PROCESS,M16636,GO:0008210,"The chemical reactions and pathways involving estrogens, C18 steroid hormones that can stimulate the development of female sexual characteristics. Also found in plants. [ISBN:0198506732]",http://amigo.geneontology.org/amigo/term/GO:0008210,45,6,0.13333333333333333,too_few_measured,NA,NA
GOBP|GOBP_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY,GOBP,GOBP_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY,M16829,GO:0030520,"A nuclear receptor-mediated signaling pathway initiated by an estrogen binding to an intracellular receptor of the nuclear receptor protein family, and ending with regulation of a downstream cellular process, e.g. transcription. [GOC:signaling]",http://amigo.geneontology.org/amigo/term/GO:0030520,58,14,0.2413793103448276,too_few_measured,NA,NA
GOBP|GOBP_ESTROUS_CYCLE,GOBP,GOBP_ESTROUS_CYCLE,M16851,GO:0044849,"A type of ovulation cycle, which occurs in most mammalian therian females, where the endometrium is resorbed if pregnancy does not occur. [GOC:jl, Wikipedia:Estrous_cycle]",http://amigo.geneontology.org/amigo/term/GO:0044849,12,1,0.08333333333333333,source_too_small,NA,NA
GOBP|GOBP_ETHANOL_METABOLIC_PROCESS,GOBP,GOBP_ETHANOL_METABOLIC_PROCESS,M29025,GO:0006067,"The chemical reactions and pathways involving ethanol, CH3-CH2-OH, a colorless, water-miscible, flammable liquid produced by alcoholic fermentation. [GOC:ai, ISBN:0198506732]",http://amigo.geneontology.org/amigo/term/GO:0006067,15,4,0.26666666666666666,too_few_measured,NA,NA
GOBP|GOBP_ETHER_BIOSYNTHETIC_PROCESS,GOBP,GOBP_ETHER_BIOSYNTHETIC_PROCESS,M34289,GO:1901503,"The chemical reactions and pathways resulting in the formation of ether. [GOC:pr, GOC:TermGenie]",http://amigo.geneontology.org/amigo/term/GO:1901503,13,5,0.38461538461538464,source_too_small,NA,NA
GOBP|GOBP_ETHER_CATABOLIC_PROCESS,GOBP,GOBP_ETHER_CATABOLIC_PROCESS,M50546,GO:1901502,"The chemical reactions and pathways resulting in the breakdown of ether. [GOC:pr, GOC:TermGenie]",http://amigo.geneontology.org/amigo/term/GO:1901502,5,3,0.6,source_too_small,NA,NA
GOBP|GOBP_ETHER_LIPID_METABOLIC_PROCESS,GOBP,GOBP_ETHER_LIPID_METABOLIC_PROCESS,M50468,GO:0046485,"The chemical reactions and pathways involving ether lipids, lipids that contain (normally) one lipid alcohol in ether linkage to one of the carbon atoms (normally C-1) of glycerol. [ISBN:0198506732, PMID:15337120]",http://amigo.geneontology.org/amigo/term/GO:0046485,24,9,0.375,too_few_measured,NA,NA
GOBP|GOBP_EXCITATORY_CHEMICAL_SYNAPTIC_TRANSMISSION,GOBP,GOBP_EXCITATORY_CHEMICAL_SYNAPTIC_TRANSMISSION,M24839,GO:0098976,Synaptic transmission that results in an excitatory postsynaptic potential. [GOC:dos],http://amigo.geneontology.org/amigo/term/GO:0098976,12,1,0.08333333333333333,source_too_small,NA,NA
GOBP|GOBP_EXCITATORY_SYNAPSE_ASSEMBLY,GOBP,GOBP_EXCITATORY_SYNAPSE_ASSEMBLY,M25294,GO:1904861,"The aggregation, arrangement and bonding together of a set of components to form an excitatory synapse. [GO_REF:0000079, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:21670302]",http://amigo.geneontology.org/amigo/term/GO:1904861,44,1,0.022727272727272728,too_few_measured,NA,NA
GOBP|GOBP_EXCRETION,GOBP,GOBP_EXCRETION,M10162,GO:0007588,"The elimination by an organism of the waste products that arise as a result of metabolic activity. These products include water, carbon dioxide (CO2), and nitrogenous compounds. [ISBN:0192801023]",http://amigo.geneontology.org/amigo/term/GO:0007588,31,1,0.03225806451612903,too_few_measured,NA,NA
GOBP|GOBP_EXECUTION_PHASE_OF_APOPTOSIS,GOBP,GOBP_EXECUTION_PHASE_OF_APOPTOSIS,M15953,GO:0097194,"A stage of the apoptotic process that starts with the controlled breakdown of the cell through the action of effector caspases or other effector molecules (e.g. cathepsins, calpains etc.). Key steps of the execution phase are rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died. [GOC:mtg_apoptosis, PMID:21760595]",http://amigo.geneontology.org/amigo/term/GO:0097194,81,16,0.19753086419753085,retained,NA,NA
GOBP|GOBP_EXIT_FROM_MITOSIS,GOBP,GOBP_EXIT_FROM_MITOSIS,M12894,GO:0010458,"The cell cycle transition where a cell leaves M phase and enters a new G1 phase. M phase is the part of the mitotic cell cycle during which mitosis and cytokinesis take place. [GOC:dph, GOC:tb]",http://amigo.geneontology.org/amigo/term/GO:0010458,31,9,0.2903225806451613,too_few_measured,NA,NA
GOBP|GOBP_EXOCRINE_PANCREAS_DEVELOPMENT,GOBP,GOBP_EXOCRINE_PANCREAS_DEVELOPMENT,M22994,GO:0031017,"The process whose specific outcome is the progression of the exocrine pancreas over time, from its formation to the mature structure. The exocrine pancreas produces and store zymogens of digestive enzymes, such as chymotrypsinogen and trypsinogen in the acinar cells. [GOC:cvs]",http://amigo.geneontology.org/amigo/term/GO:0031017,10,2,0.2,source_too_small,NA,NA
GOBP|GOBP_EXOCRINE_SYSTEM_DEVELOPMENT,GOBP,GOBP_EXOCRINE_SYSTEM_DEVELOPMENT,M13401,GO:0035272,"Progression of the exocrine system over time, from its formation to a mature structure. The exocrine system is a system of hormones and glands, where the glands secrete straight to a target site via ducts or tubes. The human exocrine system includes the salivary glands, sweat glands and many glands of the digestive system. [GOC:bf, Wikipedia:Exocrine_gland]",http://amigo.geneontology.org/amigo/term/GO:0035272,51,6,0.11764705882352941,too_few_measured,NA,NA
GOBP|GOBP_EXOCYST_LOCALIZATION,GOBP,GOBP_EXOCYST_LOCALIZATION,M24016,GO:0051601,"Any process in which an exocyst is transported to, or maintained in, a specific location. An exocyst is a protein complex peripherally associated with the plasma membrane that determines where vesicles dock and fuse. [GOC:ai]",http://amigo.geneontology.org/amigo/term/GO:0051601,6,2,0.3333333333333333,source_too_small,NA,NA
GOBP|GOBP_EXOCYTIC_PROCESS,GOBP,GOBP_EXOCYTIC_PROCESS,M24913,GO:0140029,The cellular processes that contribute to exocytosis. [Wikipedia:Exocytosis],http://amigo.geneontology.org/amigo/term/GO:0140029,94,15,0.1595744680851064,retained,NA,NA
GOBP|GOBP_EXOCYTOSIS,GOBP,GOBP_EXOCYTOSIS,M1231,GO:0006887,"A process of secretion by a cell that results in the release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle. Exocytosis can occur either by full fusion, when the vesicle collapses into the plasma membrane, or by a kiss-and-run mechanism that involves the formation of a transient contact, a pore, between a granule (for example of chromaffin cells) and the plasma membrane. The latter process most of the time leads to only partial secretion of the granule content. Exocytosis begins with steps that prepare vesicles for fusion with the membrane (tethering and docking) and ends when molecules are secreted from the cell. [GOC:mah, ISBN:0716731363, PMID:22323285]",http://amigo.geneontology.org/amigo/term/GO:0006887,377,81,0.21485411140583555,retained,NA,NA
GOBP|GOBP_EXONUCLEOLYTIC_TRIMMING_TO_GENERATE_MATURE_3_END_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA,GOBP,GOBP_EXONUCLEOLYTIC_TRIMMING_TO_GENERATE_MATURE_3_END_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA,M49308,GO:0000467,"Exonucleolytic digestion of a pre-rRNA molecule to generate the mature 3'-end of a 5.8S rRNA molecule derived from an originally tricistronic pre-rRNA transcript that contained the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript. [GOC:krc, PMID:10690410]",http://amigo.geneontology.org/amigo/term/GO:0000467,9,1,0.1111111111111111,source_too_small,NA,NA
